external_id,nombre,apellidos,dni,email,telefono,fecha_alta,estado,sede_externa,empresa_id
S5000-01759,Sofía,"Gómez León",60001759A,s5000.01759@example.invalid,"+34 600001759",2026-07-23,activo,"Sede sintética",999999
S5000-01760,Álvaro,"Muñoz García",60001760G,s5000.01760@example.invalid,600-001-760,2026-08-24,inactivo,"Sede sintética",999999
S5000-01761,Lucía,"Pérez Núñez",60001761M,s5000.01761@example.invalid,"+34 600001761",2026-09-25,activo,"Sede sintética",999999
S5000-01762,Iñigo,"Martín Sáez",60001762Y,s5000.01762@example.invalid,600-001-762,2026-10-26,activo,"Sede sintética",999999
S5000-01763,"María José","Gómez León",60001763F,s5000.01763@example.invalid,"+34 600001763",2026-11-27,activo,"Sede sintética",999999
S5000-01764,Óscar,"Muñoz García",60001764P,s5000.01764@example.invalid,600-001-764,2026-12-28,activo,"Sede sintética",999999
S5000-01765,Nuria,"Pérez Núñez",60001765D,s5000.01765@example.invalid,"+34 600001765",2026-01-01,activo,"Sede sintética",999999
S5000-01766,Raúl,"Martín Sáez",60001766X,s5000.01766@example.invalid,600-001-766,2026-02-02,activo,"Sede sintética",999999
S5000-01767,Sofía,"Gómez León",60001767B,s5000.01767@example.invalid,"+34 600001767",2026-03-03,activo,"Sede sintética",999999
S5000-01768,Álvaro,"Muñoz García",60001768N,s5000.01768@example.invalid,600-001-768,2026-04-04,activo,"Sede sintética",999999
S5000-01769,Lucía,"Pérez Núñez",60001769J,s5000.01769@example.invalid,"+34 600001769",2026-05-05,activo,"Sede sintética",999999
S5000-01770,Iñigo,"Martín Sáez",60001770Z,s5000.01770@example.invalid,600-001-770,2026-06-06,activo,"Sede sintética",999999
S5000-01771,"María José","Gómez León",60001771S,s5000.01771@example.invalid,"+34 600001771",2026-07-07,inactivo,"Sede sintética",999999
S5000-01772,Óscar,"Muñoz García",60001772Q,s5000.01772@example.invalid,600-001-772,2026-08-08,activo,"Sede sintética",999999
S5000-01773,Nuria,"Pérez Núñez",60001773V,s5000.01773@example.invalid,"+34 600001773",2026-09-09,activo,"Sede sintética",999999
S5000-01774,Raúl,"Martín Sáez",60001774H,s5000.01774@example.invalid,600-001-774,2026-10-10,activo,"Sede sintética",999999
S5000-01775,Sofía,"Gómez León",60001775L,s5000.01775@example.invalid,"+34 600001775",2026-11-11,activo,"Sede sintética",999999
S5000-01776,Álvaro,"Muñoz García",60001776C,s5000.01776@example.invalid,600-001-776,2026-12-12,activo,"Sede sintética",999999
S5000-01777,Lucía,"Pérez Núñez",60001777K,s5000.01777@example.invalid,"+34 600001777",2026-01-13,activo,"Sede sintética",999999
S5000-01778,Iñigo,"Martín Sáez",60001778E,s5000.01778@example.invalid,600-001-778,2026-02-14,activo,"Sede sintética",999999
S5000-01779,"María José","Gómez León",60001779T,s5000.01779@example.invalid,"+34 600001779",2026-03-15,activo,"Sede sintética",999999
S5000-01780,Óscar,"Muñoz García",60001780R,s5000.01780@example.invalid,600-001-780,2026-04-16,activo,"Sede sintética",999999
S5000-01781,Nuria,"Pérez Núñez",60001781W,s5000.01781@example.invalid,"+34 600001781",2026-05-17,activo,"Sede sintética",999999
S5000-01782,Raúl,"Martín Sáez",60001782A,s5000.01782@example.invalid,600-001-782,2026-06-18,inactivo,"Sede sintética",999999
S5000-01783,Sofía,"Gómez León",60001783G,s5000.01783@example.invalid,"+34 600001783",2026-07-19,activo,"Sede sintética",999999
S5000-01784,Álvaro,"Muñoz García",60001784M,s5000.01784@example.invalid,600-001-784,2026-08-20,activo,"Sede sintética",999999
S5000-01785,Lucía,"Pérez Núñez",60001785Y,s5000.01785@example.invalid,"+34 600001785",2026-09-21,activo,"Sede sintética",999999
S5000-01786,Iñigo,"Martín Sáez",60001786F,s5000.01786@example.invalid,600-001-786,2026-10-22,activo,"Sede sintética",999999
S5000-01787,"María José","Gómez León",60001787P,s5000.01787@example.invalid,"+34 600001787",2026-11-23,activo,"Sede sintética",999999
S5000-01788,Óscar,"Muñoz García",60001788D,s5000.01788@example.invalid,600-001-788,2026-12-24,activo,"Sede sintética",999999
S5000-01789,Nuria,"Pérez Núñez",60001789X,s5000.01789@example.invalid,"+34 600001789",2026-01-25,activo,"Sede sintética",999999
S5000-01790,Raúl,"Martín Sáez",60001790B,s5000.01790@example.invalid,600-001-790,2026-02-26,activo,"Sede sintética",999999
S5000-01791,Sofía,"Gómez León",60001791N,s5000.01791@example.invalid,"+34 600001791",2026-03-27,activo,"Sede sintética",999999
S5000-01792,Álvaro,"Muñoz García",60001792J,s5000.01792@example.invalid,600-001-792,2026-04-28,activo,"Sede sintética",999999
S5000-01793,Lucía,"Pérez Núñez",60001793Z,s5000.01793@example.invalid,"+34 600001793",2026-05-01,inactivo,"Sede sintética",999999
S5000-01794,Iñigo,"Martín Sáez",60001794S,s5000.01794@example.invalid,600-001-794,2026-06-02,activo,"Sede sintética",999999
S5000-01795,"María José","Gómez León",60001795Q,s5000.01795@example.invalid,"+34 600001795",2026-07-03,activo,"Sede sintética",999999
S5000-01796,Óscar,"Muñoz García",60001796V,s5000.01796@example.invalid,600-001-796,2026-08-04,activo,"Sede sintética",999999
S5000-01797,Nuria,"Pérez Núñez",60001797H,s5000.01797@example.invalid,"+34 600001797",2026-09-05,activo,"Sede sintética",999999
S5000-01798,Raúl,"Martín Sáez",60001798L,s5000.01798@example.invalid,600-001-798,2026-10-06,activo,"Sede sintética",999999
S5000-01799,Sofía,"Gómez León",60001799C,s5000.01799@example.invalid,"+34 600001799",2026-11-07,activo,"Sede sintética",999999
S5000-01800,Álvaro,"Muñoz García",60001800K,s5000.01800@example.invalid,600-001-800,2026-12-08,activo,"Sede sintética",999999
S5000-01801,Lucía,"Pérez Núñez",60001801E,s5000.01801@example.invalid,"+34 600001801",2026-01-09,activo,"Sede sintética",999999
S5000-01802,Iñigo,"Martín Sáez",60001802T,s5000.01802@example.invalid,600-001-802,2026-02-10,activo,"Sede sintética",999999
S5000-01803,"María José","Gómez León",60001803R,s5000.01803@example.invalid,"+34 600001803",2026-03-11,activo,"Sede sintética",999999
S5000-01804,Óscar,"Muñoz García",60001804W,s5000.01804@example.invalid,600-001-804,2026-04-12,inactivo,"Sede sintética",999999
S5000-01805,Nuria,"Pérez Núñez",60001805A,s5000.01805@example.invalid,"+34 600001805",2026-05-13,activo,"Sede sintética",999999
S5000-01806,Raúl,"Martín Sáez",60001806G,s5000.01806@example.invalid,600-001-806,2026-06-14,activo,"Sede sintética",999999
S5000-01807,Sofía,"Gómez León",60001807M,s5000.01807@example.invalid,"+34 600001807",2026-07-15,activo,"Sede sintética",999999
S5000-01808,Álvaro,"Muñoz García",60001808Y,s5000.01808@example.invalid,600-001-808,2026-08-16,activo,"Sede sintética",999999
S5000-01809,Lucía,"Pérez Núñez",60001809F,s5000.01809@example.invalid,"+34 600001809",2026-09-17,activo,"Sede sintética",999999
S5000-01810,Iñigo,"Martín Sáez",60001810P,s5000.01810@example.invalid,600-001-810,2026-10-18,activo,"Sede sintética",999999
S5000-01811,"María José","Gómez León",60001811D,s5000.01811@example.invalid,"+34 600001811",2026-11-19,activo,"Sede sintética",999999
S5000-01812,Óscar,"Muñoz García",60001812X,s5000.01812@example.invalid,600-001-812,2026-12-20,activo,"Sede sintética",999999
S5000-01813,Nuria,"Pérez Núñez",60001813B,s5000.01813@example.invalid,"+34 600001813",2026-01-21,activo,"Sede sintética",999999
S5000-01814,Raúl,"Martín Sáez",60001814N,s5000.01814@example.invalid,600-001-814,2026-02-22,activo,"Sede sintética",999999
S5000-01815,Sofía,"Gómez León",60001815J,s5000.01815@example.invalid,"+34 600001815",2026-03-23,inactivo,"Sede sintética",999999
S5000-01816,Álvaro,"Muñoz García",60001816Z,s5000.01816@example.invalid,600-001-816,2026-04-24,activo,"Sede sintética",999999
S5000-01817,Lucía,"Pérez Núñez",60001817S,s5000.01817@example.invalid,"+34 600001817",2026-05-25,activo,"Sede sintética",999999
S5000-01818,Iñigo,"Martín Sáez",60001818Q,s5000.01818@example.invalid,600-001-818,2026-06-26,activo,"Sede sintética",999999
S5000-01819,"María José","Gómez León",60001819V,s5000.01819@example.invalid,"+34 600001819",2026-07-27,activo,"Sede sintética",999999
S5000-01820,Óscar,"Muñoz García",60001820H,s5000.01820@example.invalid,600-001-820,2026-08-28,activo,"Sede sintética",999999
S5000-01821,Nuria,"Pérez Núñez",60001821L,s5000.01821@example.invalid,"+34 600001821",2026-09-01,activo,"Sede sintética",999999
S5000-01822,Raúl,"Martín Sáez",60001822C,s5000.01822@example.invalid,600-001-822,2026-10-02,activo,"Sede sintética",999999
S5000-01823,Sofía,"Gómez León",60001823K,s5000.01823@example.invalid,"+34 600001823",2026-11-03,activo,"Sede sintética",999999
S5000-01824,Álvaro,"Muñoz García",60001824E,s5000.01824@example.invalid,600-001-824,2026-12-04,activo,"Sede sintética",999999
S5000-01825,Lucía,"Pérez Núñez",60001825T,s5000.01825@example.invalid,"+34 600001825",2026-01-05,activo,"Sede sintética",999999
S5000-01826,Iñigo,"Martín Sáez",60001826R,s5000.01826@example.invalid,600-001-826,2026-02-06,inactivo,"Sede sintética",999999
S5000-01827,"María José","Gómez León",60001827W,s5000.01827@example.invalid,"+34 600001827",2026-03-07,activo,"Sede sintética",999999
S5000-01828,Óscar,"Muñoz García",60001828A,s5000.01828@example.invalid,600-001-828,2026-04-08,activo,"Sede sintética",999999
S5000-01829,Nuria,"Pérez Núñez",60001829G,s5000.01829@example.invalid,"+34 600001829",2026-05-09,activo,"Sede sintética",999999
S5000-01830,Raúl,"Martín Sáez",60001830M,s5000.01830@example.invalid,600-001-830,2026-06-10,activo,"Sede sintética",999999
S5000-01831,Sofía,"Gómez León",60001831Y,s5000.01831@example.invalid,"+34 600001831",2026-07-11,activo,"Sede sintética",999999
S5000-01832,Álvaro,"Muñoz García",60001832F,s5000.01832@example.invalid,600-001-832,2026-08-12,activo,"Sede sintética",999999
S5000-01833,Lucía,"Pérez Núñez",60001833P,s5000.01833@example.invalid,"+34 600001833",2026-09-13,activo,"Sede sintética",999999
S5000-01834,Iñigo,"Martín Sáez",60001834D,s5000.01834@example.invalid,600-001-834,2026-10-14,activo,"Sede sintética",999999
S5000-01835,"María José","Gómez León",60001835X,s5000.01835@example.invalid,"+34 600001835",2026-11-15,activo,"Sede sintética",999999
S5000-01836,Óscar,"Muñoz García",60001836B,s5000.01836@example.invalid,600-001-836,2026-12-16,activo,"Sede sintética",999999
S5000-01837,Nuria,"Pérez Núñez",60001837N,s5000.01837@example.invalid,"+34 600001837",2026-01-17,inactivo,"Sede sintética",999999
S5000-01838,Raúl,"Martín Sáez",60001838J,s5000.01838@example.invalid,600-001-838,2026-02-18,activo,"Sede sintética",999999
S5000-01839,Sofía,"Gómez León",60001839Z,s5000.01839@example.invalid,"+34 600001839",2026-03-19,activo,"Sede sintética",999999
S5000-01840,Álvaro,"Muñoz García",60001840S,s5000.01840@example.invalid,600-001-840,2026-04-20,activo,"Sede sintética",999999
S5000-01841,Lucía,"Pérez Núñez",60001841Q,s5000.01841@example.invalid,"+34 600001841",2026-05-21,activo,"Sede sintética",999999
S5000-01842,Iñigo,"Martín Sáez",60001842V,s5000.01842@example.invalid,600-001-842,2026-06-22,activo,"Sede sintética",999999
S5000-01843,"María José","Gómez León",60001843H,s5000.01843@example.invalid,"+34 600001843",2026-07-23,activo,"Sede sintética",999999
S5000-01844,Óscar,"Muñoz García",60001844L,s5000.01844@example.invalid,600-001-844,2026-08-24,activo,"Sede sintética",999999
S5000-01845,Nuria,"Pérez Núñez",60001845C,s5000.01845@example.invalid,"+34 600001845",2026-09-25,activo,"Sede sintética",999999
S5000-01846,Raúl,"Martín Sáez",60001846K,s5000.01846@example.invalid,600-001-846,2026-10-26,activo,"Sede sintética",999999
S5000-01847,Sofía,"Gómez León",60001847E,s5000.01847@example.invalid,"+34 600001847",2026-11-27,activo,"Sede sintética",999999
S5000-01848,Álvaro,"Muñoz García",60001848T,s5000.01848@example.invalid,600-001-848,2026-12-28,inactivo,"Sede sintética",999999
S5000-01849,Lucía,"Pérez Núñez",60001849R,s5000.01849@example.invalid,"+34 600001849",2026-01-01,activo,"Sede sintética",999999
S5000-01850,Iñigo,"Martín Sáez",60001850W,s5000.01850@example.invalid,600-001-850,2026-02-02,activo,"Sede sintética",999999
S5000-01851,"María José","Gómez León",60001851A,s5000.01851@example.invalid,"+34 600001851",2026-03-03,activo,"Sede sintética",999999
S5000-01852,Óscar,"Muñoz García",60001852G,s5000.01852@example.invalid,600-001-852,2026-04-04,activo,"Sede sintética",999999
S5000-01853,Nuria,"Pérez Núñez",60001853M,s5000.01853@example.invalid,"+34 600001853",2026-05-05,activo,"Sede sintética",999999
S5000-01854,Raúl,"Martín Sáez",60001854Y,s5000.01854@example.invalid,600-001-854,2026-06-06,activo,"Sede sintética",999999
S5000-01855,Sofía,"Gómez León",60001855F,s5000.01855@example.invalid,"+34 600001855",2026-07-07,activo,"Sede sintética",999999
S5000-01856,Álvaro,"Muñoz García",60001856P,s5000.01856@example.invalid,600-001-856,2026-08-08,activo,"Sede sintética",999999
S5000-01857,Lucía,"Pérez Núñez",60001857D,s5000.01857@example.invalid,"+34 600001857",2026-09-09,activo,"Sede sintética",999999
S5000-01858,Iñigo,"Martín Sáez",60001858X,s5000.01858@example.invalid,600-001-858,2026-10-10,activo,"Sede sintética",999999
S5000-01859,"María José","Gómez León",60001859B,s5000.01859@example.invalid,"+34 600001859",2026-11-11,inactivo,"Sede sintética",999999
S5000-01860,Óscar,"Muñoz García",60001860N,s5000.01860@example.invalid,600-001-860,2026-12-12,activo,"Sede sintética",999999
S5000-01861,Nuria,"Pérez Núñez",60001861J,s5000.01861@example.invalid,"+34 600001861",2026-01-13,activo,"Sede sintética",999999
S5000-01862,Raúl,"Martín Sáez",60001862Z,s5000.01862@example.invalid,600-001-862,2026-02-14,activo,"Sede sintética",999999
S5000-01863,Sofía,"Gómez León",60001863S,s5000.01863@example.invalid,"+34 600001863",2026-03-15,activo,"Sede sintética",999999
S5000-01864,Álvaro,"Muñoz García",60001864Q,s5000.01864@example.invalid,600-001-864,2026-04-16,activo,"Sede sintética",999999
S5000-01865,Lucía,"Pérez Núñez",60001865V,s5000.01865@example.invalid,"+34 600001865",2026-05-17,activo,"Sede sintética",999999
S5000-01866,Iñigo,"Martín Sáez",60001866H,s5000.01866@example.invalid,600-001-866,2026-06-18,activo,"Sede sintética",999999
S5000-01867,"María José","Gómez León",60001867L,s5000.01867@example.invalid,"+34 600001867",2026-07-19,activo,"Sede sintética",999999
S5000-01868,Óscar,"Muñoz García",60001868C,s5000.01868@example.invalid,600-001-868,2026-08-20,activo,"Sede sintética",999999
S5000-01869,Nuria,"Pérez Núñez",60001869K,s5000.01869@example.invalid,"+34 600001869",2026-09-21,activo,"Sede sintética",999999
S5000-01870,Raúl,"Martín Sáez",60001870E,s5000.01870@example.invalid,600-001-870,2026-10-22,inactivo,"Sede sintética",999999
S5000-01871,Sofía,"Gómez León",60001871T,s5000.01871@example.invalid,"+34 600001871",2026-11-23,activo,"Sede sintética",999999
S5000-01872,Álvaro,"Muñoz García",60001872R,s5000.01872@example.invalid,600-001-872,2026-12-24,activo,"Sede sintética",999999
S5000-01873,Lucía,"Pérez Núñez",60001873W,s5000.01873@example.invalid,"+34 600001873",2026-01-25,activo,"Sede sintética",999999
S5000-01874,Iñigo,"Martín Sáez",60001874A,s5000.01874@example.invalid,600-001-874,2026-02-26,activo,"Sede sintética",999999
S5000-01875,"María José","Gómez León",60001875G,s5000.01875@example.invalid,"+34 600001875",2026-03-27,activo,"Sede sintética",999999
S5000-01876,Óscar,"Muñoz García",60001876M,s5000.01876@example.invalid,600-001-876,2026-04-28,activo,"Sede sintética",999999
S5000-01877,Nuria,"Pérez Núñez",60001877Y,s5000.01877@example.invalid,"+34 600001877",2026-05-01,activo,"Sede sintética",999999
S5000-01878,Raúl,"Martín Sáez",60001878F,s5000.01878@example.invalid,600-001-878,2026-06-02,activo,"Sede sintética",999999
S5000-01879,Sofía,"Gómez León",60001879P,s5000.01879@example.invalid,"+34 600001879",2026-07-03,activo,"Sede sintética",999999
S5000-01880,Álvaro,"Muñoz García",60001880D,s5000.01880@example.invalid,600-001-880,2026-08-04,activo,"Sede sintética",999999
S5000-01881,Lucía,"Pérez Núñez",60001881X,s5000.01881@example.invalid,"+34 600001881",2026-09-05,inactivo,"Sede sintética",999999
S5000-01882,Iñigo,"Martín Sáez",60001882B,s5000.01882@example.invalid,600-001-882,2026-10-06,activo,"Sede sintética",999999
S5000-01883,"María José","Gómez León",60001883N,s5000.01883@example.invalid,"+34 600001883",2026-11-07,activo,"Sede sintética",999999
S5000-01884,Óscar,"Muñoz García",60001884J,s5000.01884@example.invalid,600-001-884,2026-12-08,activo,"Sede sintética",999999
S5000-01885,Nuria,"Pérez Núñez",60001885Z,s5000.01885@example.invalid,"+34 600001885",2026-01-09,activo,"Sede sintética",999999
S5000-01886,Raúl,"Martín Sáez",60001886S,s5000.01886@example.invalid,600-001-886,2026-02-10,activo,"Sede sintética",999999
S5000-01887,Sofía,"Gómez León",60001887Q,s5000.01887@example.invalid,"+34 600001887",2026-03-11,activo,"Sede sintética",999999
S5000-01888,Álvaro,"Muñoz García",60001888V,s5000.01888@example.invalid,600-001-888,2026-04-12,activo,"Sede sintética",999999
S5000-01889,Lucía,"Pérez Núñez",60001889H,s5000.01889@example.invalid,"+34 600001889",2026-05-13,activo,"Sede sintética",999999
S5000-01890,Iñigo,"Martín Sáez",60001890L,s5000.01890@example.invalid,600-001-890,2026-06-14,activo,"Sede sintética",999999
S5000-01891,"María José","Gómez León",60001891C,s5000.01891@example.invalid,"+34 600001891",2026-07-15,activo,"Sede sintética",999999
S5000-01892,Óscar,"Muñoz García",60001892K,s5000.01892@example.invalid,600-001-892,2026-08-16,inactivo,"Sede sintética",999999
S5000-01893,Nuria,"Pérez Núñez",60001893E,s5000.01893@example.invalid,"+34 600001893",2026-09-17,activo,"Sede sintética",999999
